book-delta,book-imbalance,mid_price,timestamp,return_value
2.6972000000000005,447.90829376131296,50239000.0,2023-11-11 01:43:18.000713,0
2.6942000000000004,420.5480468273163,50239000.0,2023-11-11 01:43:19.023851,0
1.1648000000000005,-6.984002269804478,50239000.0,2023-11-11 01:43:20.040220,0
0.9643000000000002,28.16788148880005,50239000.0,2023-11-11 01:43:21.061868,0
0.9445000000000006,-18.130172111093998,50239000.0,2023-11-11 01:43:22.084368,0.0
0.9116,25.41038802266121,50239000.0,2023-11-11 01:43:23.105804,0.0
0.7435000000000005,-28.879221379756927,50239000.0,2023-11-11 01:43:24.124955,0.0
0.8139000000000007,-24.529044717550278,50239000.0,2023-11-11 01:43:25.174013,0.0
-0.02219999999999933,-106.4222451299429,50239000.0,2023-11-11 01:43:26.186007,0.0
-0.15749999999999975,-116.09198980033398,50239000.0,2023-11-11 01:43:27.204864,0.0
-0.10259999999999936,-845.9004369527102,50240500.0,2023-11-11 01:43:28.224540,2.9857282191126415e-05
-0.15109999999999957,-297.83037216961384,50239500.0,2023-11-11 01:43:29.239851,9.952427397042139e-06
-0.3714000000000004,-115.87981182336807,50239000.0,2023-11-11 01:43:30.259916,0.0
-0.3715000000000006,-116.63274198770523,50239000.0,2023-11-11 01:43:31.290594,0.0
0.8716000000000002,211.33291415125132,50238500.0,2023-11-11 01:43:32.337229,-3.980852101392303e-05
0.6956000000000002,140.85814318060875,50238500.0,2023-11-11 01:43:33.356827,-1.9904656694433662e-05
0.5765000000000002,126.49243304878473,50238500.0,2023-11-11 01:43:34.374652,-9.952427397042139e-06
0.4838,119.80506338179111,50238500.0,2023-11-11 01:43:35.419040,-9.952427397042139e-06
0.2749999999999999,80.88659458607435,50238500.0,2023-11-11 01:43:36.448514,0.0
0.27479999999999993,82.34072882682085,50238500.0,2023-11-11 01:43:37.489832,0.0
0.09779999999999989,79.26275377720594,50238500.0,2023-11-11 01:43:38.506884,0.0
-0.4885000000000004,-59.63727446645498,50238500.0,2023-11-11 01:43:39.523988,0.0
-0.5136000000000003,-51.53832329809666,50238500.0,2023-11-11 01:43:40.539491,0.0
-2.0231,-682.7854631990194,50237500.0,2023-11-11 01:43:41.556645,-1.9905052897678076e-05
-2.1088,-931.4510233476758,50237500.0,2023-11-11 01:43:42.569338,-1.9905052897678076e-05
-2.1083,-849.4477389976382,50237500.0,2023-11-11 01:43:43.586449,-1.9905052897678076e-05
0.018899999999999997,631.7174543067813,50223500.0,2023-11-11 01:43:44.604410,-0.00029857579346517115
-0.7746,-465.75121089816093,50223000.0,2023-11-11 01:43:45.624302,-0.0002886290121920876
-0.8696999999999999,-759.0923877283931,50221500.0,2023-11-11 01:43:46.641729,-0.00031848718586713115
0.06169999999999995,1032.0904724001884,50228000.0,2023-11-11 01:43:47.661963,-0.00018910176660860912
-0.0484,-565.9856440424919,50232000.0,2023-11-11 01:43:48.691307,0.00016924348163708223
-0.15020000000000003,-827.9284311011434,50231500.0,2023-11-11 01:43:49.717644,0.00016924516655715508
0.035899999999999974,-50.154508262872696,50228500.0,2023-11-11 01:43:50.731825,0.00013938253536831835
-0.11900000000000001,-732.1095039695501,50224000.0,2023-11-11 01:43:51.767191,-7.963685593692761e-05
0.0791,1080.4004519060254,50219000.0,2023-11-11 01:43:52.798612,-0.0002587991718426501
-0.8042999999999999,210.4496667906642,50219000.0,2023-11-11 01:43:53.815748,-0.00024884783452614395
2.3727,-730.9228997305036,50212500.0,2023-11-11 01:43:54.844791,-0.00031854425276486457
0.0037999999999999996,51.35845736414194,50209500.0,2023-11-11 01:43:55.862606,-0.0002887065944568334
2.3954999999999997,687.8432485461235,50207500.0,2023-11-11 01:43:56.868436,-0.00022899699316991578
0.0672,320.7635860219598,50207500.0,2023-11-11 01:43:57.891781,-0.00022899699316991578
0.038500000000000006,357.6585951074958,50204500.0,2023-11-11 01:43:58.908870,-0.0001593228777694797
1.2315,1367.8025027662516,50201500.0,2023-11-11 01:43:59.928757,-0.00015933239725549945
1.0513000000000001,-108.2602571696043,50203500.0,2023-11-11 01:44:00.957099,-7.966937210576109e-05
0.5878,1658.8857728466392,50201000.0,2023-11-11 01:44:01.985005,-0.00012946272967186178
5.985600000000001,123.35155964642763,50204500.0,2023-11-11 01:44:02.999852,0.0
1.0172999999999999,90.63346266001463,50203500.0,2023-11-11 01:44:04.005582,3.983944702847525e-05
0.029299999999999993,-367.8854494020343,50202000.0,2023-11-11 01:44:05.026985,-2.987839493262422e-05
0.030099999999999988,187.05425041913986,50201000.0,2023-11-11 01:44:06.059934,0.0
-0.11209999999999999,-748.7994109690189,50199500.0,2023-11-11 01:44:07.084003,-9.959266599607606e-05
0.4548,788.8247709274292,50197500.0,2023-11-11 01:44:08.104418,-0.00011951357973049688
-0.027300000000000005,-204.4476497322321,50200500.0,2023-11-11 01:44:09.109427,-2.9879287677781763e-05
0.07400000000000001,829.1858005821705,50199500.0,2023-11-11 01:44:10.124697,-2.9879882870859146e-05
0.3119,280.4117094054818,50201500.0,2023-11-11 01:44:11.125895,3.984103427324973e-05
1.2531,-622.8568192273378,50205500.0,2023-11-11 01:44:12.148629,0.00015937048657801682
0.07810000000000002,-190.45535675436258,50204500.0,2023-11-11 01:44:13.173774,7.968048127010687e-05
0.033500000000000016,-304.08838441967964,50204500.0,2023-11-11 01:44:14.205688,9.960258568312434e-05
-1.2452,-1571.9360346496105,50204500.0,2023-11-11 01:44:15.208555,5.975917054271287e-05
-0.849,335.92976300418377,50200000.0,2023-11-11 01:44:16.232890,-0.00010954975052534085
0.17980000000000004,548.814227886498,50196500.0,2023-11-11 01:44:17.257397,-0.00015934826559372168
0.0126,-75.22912357002497,50194000.0,2023-11-11 01:44:18.293812,-0.0002091445985917597
-0.037299999999999944,-206.7405199483037,50194500.0,2023-11-11 01:44:19.323836,-0.0001991853319921521
-0.18190000000000006,-155.16415810585022,50193500.0,2023-11-11 01:44:20.339428,-0.0001294820717131474
-0.3024,-199.87133218348026,50190500.0,2023-11-11 01:44:21.372173,-0.0001195302461326985
-0.40840000000000004,-554.5001749396324,50190500.0,2023-11-11 01:44:22.381817,-6.972944973502809e-05
-0.1997,-624.1531788855791,50186500.0,2023-11-11 01:44:23.401626,-0.00015938001175427587
-0.2128,-482.5004091858864,50180500.0,2023-11-11 01:44:24.438896,-0.00025899767898233836
-0.8849999999999999,-822.2051524966955,50175000.0,2023-11-11 01:44:25.446594,-0.0003088233829111087
-0.9479000000000001,-86.39060135930777,50171500.0,2023-11-11 01:44:26.469200,-0.000378557695181359
-0.049199999999999994,-271.9085003659129,50171500.0,2023-11-11 01:44:27.485702,-0.0002988851583593197
-0.055400000000000005,-551.9730209410191,50171500.0,2023-11-11 01:44:28.502912,-0.00017935253734020187
-0.04419999999999999,-383.10134962946177,50171000.0,2023-11-11 01:44:29.518763,-7.972097658196313e-05
-0.18520000000000003,-117.7124063745141,50166500.0,2023-11-11 01:44:30.547718,-9.965817246843328e-05
-0.013599999999999998,1586.5696578547359,50162500.0,2023-11-11 01:44:31.565571,-0.0001793847104431799
0.017099999999999997,262.29087571799755,50162500.0,2023-11-11 01:44:32.566626,-0.0001793847104431799
0.052199999999999996,303.1442150697112,50162500.0,2023-11-11 01:44:33.602861,-0.00016942058161089076
0.11589999999999998,400.5843066126108,50165000.0,2023-11-11 01:44:34.630512,-2.990043156289556e-05
-0.1515,-267.73511204123497,50168000.0,2023-11-11 01:44:35.649147,0.0001096436581111388
-0.25610000000000005,-982.1795764788985,50169500.0,2023-11-11 01:44:36.675613,0.0001395464739596312
-0.07460000000000001,-396.039154663682,50169500.0,2023-11-11 01:44:37.690210,0.0001395464739596312
-0.0781,-501.9454180300236,50169500.0,2023-11-11 01:44:38.701327,8.970397687630819e-05
0.15499999999999997,3380.2342464476824,50162500.0,2023-11-11 01:44:39.714348,-0.00010963163769733695
0.22139999999999999,-407.0509747713804,50168500.0,2023-11-11 01:44:40.745219,-1.9932429065468063e-05
-0.008199999999999999,221.7498361542821,50168500.0,2023-11-11 01:44:41.774310,-1.9932429065468063e-05
0.026400000000000007,-412.7757630497217,50171500.0,2023-11-11 01:44:42.791849,3.9864858130936125e-05
0.0014000000000000123,-189.39687724411488,50171500.0,2023-11-11 01:44:43.818050,0.0001794168950909544
-0.639,86.94591138511896,50172000.0,2023-11-11 01:44:44.834521,6.976489231290551e-05
0.1531,295.01233204454184,50172000.0,2023-11-11 01:44:45.860579,6.976489231290551e-05
0.1534,297.98839070647955,50172000.0,2023-11-11 01:44:46.874599,9.965817246843328e-06
0.1529,230.3206284046173,50171500.0,2023-11-11 01:44:47.889004,0.0
0.06000000000000001,-45.29673694819212,50171500.0,2023-11-11 01:44:48.902765,-9.9657179303197e-06
0.19000000000000003,515.3045246526599,50171500.0,2023-11-11 01:44:49.934998,-9.9657179303197e-06
0.11320000000000001,159.65419700741768,50171500.0,2023-11-11 01:44:50.968496,-9.9657179303197e-06
0.0636,80.33003690093756,50171500.0,2023-11-11 01:44:51.985143,0.0
0.2042,-235.53673208504915,50179500.0,2023-11-11 01:44:53.020543,0.00015945307594949324
2.7866999999999997,1008.0821988284588,50180500.0,2023-11-11 01:44:54.032925,0.0001793847104431799
1.1072,812.858142696321,50180500.0,2023-11-11 01:44:55.033078,0.0001793847104431799
1.1126,552.7520791068673,50180500.0,2023-11-11 01:44:56.054505,0.0001793847104431799
0.9631,361.08898331969976,50180500.0,2023-11-11 01:44:57.084290,1.99284568399446e-05
0.8202000000000002,-174.03717362880707,50179000.0,2023-11-11 01:44:58.097489,-2.989208955670031e-05
0.7252,108.23522607982159,50177500.0,2023-11-11 01:44:59.162943,-5.978417911340062e-05
0.8459000000000001,471.15710727125406,50175000.0,2023-11-11 01:45:00.189419,-0.00010960432837456782
0.07300000000000006,570.6507081463933,50173500.0,2023-11-11 01:45:01.221803,-0.00013949641793126812
1.0104,277.56644946336746,50173500.0,2023-11-11 01:45:02.249275,-0.00010960760477490584
1.143,1157.8306254073977,50171500.0,2023-11-11 01:45:03.271386,-0.00011957550695032634
1.0007,-62.59405243396759,50175500.0,2023-11-11 01:45:04.307573,9.96512207274539e-06
1.0473999999999997,1381.1039007976651,50172500.0,2023-11-11 01:45:05.320896,-1.993083998525118e-05
1.0071999999999999,419.00667338073254,50171500.0,2023-11-11 01:45:06.335801,-3.986167997050236e-05
1.007,418.16894786804914,50171500.0,2023-11-11 01:45:07.357285,0.0
1.0212999999999999,500.32675886154175,50170500.0,2023-11-11 01:45:08.381662,-9.965022770077029e-05
1.0915000000000001,491.88132590055466,50175000.0,2023-11-11 01:45:09.398689,4.982809307887787e-05
1.1347999999999998,1609.7359133139253,50172500.0,2023-11-11 01:45:10.427862,1.9931634493686655e-05
0.2387,845.8523018285632,50169000.0,2023-11-11 01:45:11.450808,-4.982908623421664e-05
1.0282,922.9342480674386,50169500.0,2023-11-11 01:45:12.481048,-1.9932031771658643e-05
-0.1658,-90.64172630757093,50167500.0,2023-11-11 01:45:13.513224,-0.00014947683109118088
-0.0931,1157.305187381804,50161500.0,2023-11-11 01:45:14.541297,-0.00021924360954706263
12.3222,26.921462059020996,50168500.0,2023-11-11 01:45:15.565758,-9.966313859156052e-06
12.204,479.669355250895,50168500.0,2023-11-11 01:45:16.581036,-1.9932429065468063e-05
12.0522,631.3934348076582,50168500.0,2023-11-11 01:45:17.626428,1.993322370060298e-05
11.4084,412.2714734226465,50168500.0,2023-11-11 01:45:18.645682,0.00013954925590343192
11.4004,412.68632804602385,50168500.0,2023-11-11 01:45:19.668177,0.0
11.3955,411.90880761295557,50168500.0,2023-11-11 01:45:20.675851,0.0
10.898499999999999,405.8915638849139,50168500.0,2023-11-11 01:45:21.680980,0.0
10.8948,405.84581407159567,50168500.0,2023-11-11 01:45:22.707746,0.0
10.8896,405.7814925611019,50168500.0,2023-11-11 01:45:23.730088,0.0
